ID_ВАК;ЗАР_ПЛАТ;ТРЕБ_НАВ;ТРЕБ_ОП;РЕЖ_РАБ;ФОРМ_ЗАН
1026;186726;numpy,python;Нет опыта;Полный рабочий день;Офис
1027;228228;;Нет опыта;Полный рабочий день;Офис
1028;253020;python;1-3 года;Полный рабочий день;Удаленная работа
1029;291648;numpy,excel,python,c++;от 5 лет;4 часа в день;Удаленная работа
1030;114848;excel,pandas,HTML,Unreal Engine 5,python,numpy,java,c++;от 5 лет;Полный рабочий день;Гибрид
1031;262597;excel,pandas,python,numpy,java,c++;Нет опыта;Полный рабочий день;Офис
1032;75309;excel,python,numpy,java,c++;Нет опыта;4 часа в день;Удаленная работа
1033;99194;numpy,excel,python;Нет опыта;Полный рабочий день;Офис
1034;60301;excel,pandas,HTML,Unreal Engine 5,python,numpy,java,c++;Нет опыта;Полный рабочий день;Гибрид
1035;246121;excel,pandas,Unreal Engine 5,python,numpy,java,c++;от 5 лет;Полный рабочий день;Офис
1036;158952;numpy,python;Нет опыта;4 часа в день;Гибрид
1037;271561;excel,pandas,Unreal Engine 5,python,numpy,java,c++;1-3 года;4 часа в день;Офис
1038;209986;excel,pandas,Unreal Engine 5,python,numpy,java,c++;1-3 года;Полный рабочий день;Гибрид
1039;99711;excel,pandas,python,numpy,java,c++;1-3 года;4 часа в день;Офис
1040;165669;excel,pandas,Unreal Engine 5,python,numpy,java,c++;от 5 лет;Полный рабочий день;Офис
1041;190187;numpy,excel,python;от 5 лет;Полный рабочий день;Удаленная работа
1042;191207;excel,pandas,HTML,Unreal Engine 5,python,numpy,java,c++;Нет опыта;Полный рабочий день;Офис
1043;86878;excel,python,numpy,java,c++;от 5 лет;4 часа в день;Удаленная работа
1044;63906;numpy,python;от 5 лет;Полный рабочий день;Гибрид
1045;232272;python;от 5 лет;Полный рабочий день;Гибрид
1046;206774;excel,pandas,Unreal Engine 5,python,numpy,java,c++;от 5 лет;Полный рабочий день;Офис
1047;252477;numpy,excel,python,c++;Нет опыта;4 часа в день;Гибрид
1048;103975;excel,pandas,Unreal Engine 5,python,numpy,java,c++;от 5 лет;4 часа в день;Гибрид
1049;150679;numpy,python;Нет опыта;4 часа в день;Гибрид
1050;82714;numpy,python;Нет опыта;4 часа в день;Удаленная работа
1051;92132;numpy,excel,python;1-3 года;4 часа в день;Удаленная работа
1052;133402;numpy,excel,python,c++;1-3 года;Полный рабочий день;Гибрид
1053;182938;excel,python,numpy,java,c++;от 5 лет;4 часа в день;Гибрид
1054;258027;excel,pandas,python,numpy,java,c++;Нет опыта;4 часа в день;Офис
1055;259756;numpy,excel,python,c++;от 5 лет;4 часа в день;Удаленная работа
1056;289880;numpy,excel,python,c++;1-3 года;Полный рабочий день;Удаленная работа
1057;162108;numpy,excel,python;1-3 года;Полный рабочий день;Гибрид
1058;216612;numpy,excel,python,c++;от 5 лет;4 часа в день;Удаленная работа
1059;143877;;от 5 лет;4 часа в день;Удаленная работа
1060;218416;;1-3 года;Полный рабочий день;Гибрид
1061;111718;python;Нет опыта;4 часа в день;Гибрид
1062;73555;numpy,excel,python;Нет опыта;Полный рабочий день;Удаленная работа
1063;126997;excel,pandas,Unreal Engine 5,python,numpy,java,c++;от 5 лет;4 часа в день;Гибрид
1064;113639;python;от 5 лет;Полный рабочий день;Офис
1065;74562;numpy,python;Нет опыта;Полный рабочий день;Гибрид
1066;228404;excel,python,numpy,java,c++;Нет опыта;4 часа в день;Удаленная работа
1067;172753;excel,pandas,HTML,Unreal Engine 5,python,numpy,java,c++;1-3 года;Полный рабочий день;Гибрид
1068;155653;numpy,excel,python,c++;от 5 лет;Полный рабочий день;Гибрид
1069;69050;;Нет опыта;Полный рабочий день;Гибрид
1070;146274;numpy,python;от 5 лет;Полный рабочий день;Удаленная работа
1071;197539;excel,python,numpy,java,c++;1-3 года;4 часа в день;Гибрид
1072;116842;numpy,excel,python,c++;от 5 лет;4 часа в день;Офис
1073;82181;numpy,excel,python;Нет опыта;4 часа в день;Гибрид
1074;118371;excel,pandas,Unreal Engine 5,python,numpy,java,c++;от 5 лет;4 часа в день;Офис
1075;102654;numpy,excel,python,c++;Нет опыта;4 часа в день;Удаленная работа
1076;112059;numpy,excel,python,c++;от 5 лет;4 часа в день;Гибрид
1077;114255;numpy,excel,python;от 5 лет;Полный рабочий день;Удаленная работа
1078;147153;excel,pandas,HTML,Unreal Engine 5,python,numpy,java,c++;1-3 года;Полный рабочий день;Удаленная работа
1079;217041;numpy,excel,python;1-3 года;4 часа в день;Офис
1080;288777;excel,pandas,HTML,Unreal Engine 5,python,numpy,java,c++;1-3 года;4 часа в день;Гибрид
1081;263389;excel,python,numpy,java,c++;1-3 года;Полный рабочий день;Гибрид
1082;81972;numpy,excel,python,c++;от 5 лет;4 часа в день;Гибрид
1083;51626;numpy,excel,python;1-3 года;Полный рабочий день;Офис
1084;247585;numpy,excel,python,c++;от 5 лет;Полный рабочий день;Удаленная работа
1085;210486;excel,pandas,Unreal Engine 5,python,numpy,java,c++;Нет опыта;4 часа в день;Удаленная работа
1086;277632;;от 5 лет;4 часа в день;Гибрид
1087;296671;;от 5 лет;Полный рабочий день;Офис
1088;234305;;1-3 года;4 часа в день;Офис
1089;247061;python;1-3 года;4 часа в день;Гибрид
1090;150339;excel,pandas,HTML,Unreal Engine 5,python,numpy,java,c++;Нет опыта;4 часа в день;Гибрид
1091;271458;numpy,excel,python,c++;от 5 лет;4 часа в день;Офис
1092;85841;python;1-3 года;Полный рабочий день;Гибрид
1093;51801;numpy,excel,python,c++;от 5 лет;Полный рабочий день;Гибрид
1094;65905;excel,python,numpy,java,c++;1-3 года;Полный рабочий день;Офис
1095;98166;excel,pandas,python,numpy,java,c++;от 5 лет;4 часа в день;Гибрид
1096;177192;python;1-3 года;Полный рабочий день;Удаленная работа
1097;231903;numpy,excel,python,c++;от 5 лет;Полный рабочий день;Удаленная работа
1098;76263;excel,pandas,HTML,Unreal Engine 5,python,numpy,java,c++;Нет опыта;Полный рабочий день;Гибрид
1099;127369;;Нет опыта;Полный рабочий день;Гибрид
1100;72832;numpy,excel,python;от 5 лет;4 часа в день;Удаленная работа
1101;268438;excel,pandas,python,numpy,java,c++;Нет опыта;Полный рабочий день;Офис
1102;101553;excel,pandas,Unreal Engine 5,python,numpy,java,c++;1-3 года;4 часа в день;Гибрид
1103;167867;;1-3 года;4 часа в день;Удаленная работа
1104;136969;numpy,excel,python;1-3 года;4 часа в день;Удаленная работа
1105;261130;python;Нет опыта;4 часа в день;Гибрид
1106;53969;excel,pandas,Unreal Engine 5,python,numpy,java,c++;1-3 года;4 часа в день;Удаленная работа
1107;73799;python;от 5 лет;Полный рабочий день;Удаленная работа
1108;180736;numpy,excel,python,c++;1-3 года;4 часа в день;Офис
1109;292241;excel,pandas,python,numpy,java,c++;1-3 года;Полный рабочий день;Гибрид
1110;285272;excel,pandas,HTML,Unreal Engine 5,python,numpy,java,c++;от 5 лет;4 часа в день;Удаленная работа
1111;244124;excel,python,numpy,java,c++;Нет опыта;4 часа в день;Офис
1112;152959;excel,pandas,python,numpy,java,c++;Нет опыта;Полный рабочий день;Офис
1113;253936;excel,pandas,Unreal Engine 5,python,numpy,java,c++;Нет опыта;4 часа в день;Гибрид
1114;289494;numpy,excel,python;1-3 года;4 часа в день;Удаленная работа
1115;222897;numpy,python;1-3 года;4 часа в день;Гибрид
1116;112057;numpy,python;Нет опыта;4 часа в день;Удаленная работа
1117;145131;numpy,python;1-3 года;Полный рабочий день;Гибрид
1118;140335;excel,python,numpy,java,c++;от 5 лет;Полный рабочий день;Удаленная работа
1119;147403;excel,pandas,python,numpy,java,c++;Нет опыта;4 часа в день;Удаленная работа
1120;225729;;Нет опыта;4 часа в день;Удаленная работа
1121;235187;numpy,excel,python;от 5 лет;4 часа в день;Офис
1122;268322;numpy,excel,python,c++;от 5 лет;4 часа в день;Удаленная работа
1123;255810;python;1-3 года;Полный рабочий день;Гибрид
1124;93168;excel,python,numpy,java,c++;Нет опыта;4 часа в день;Удаленная работа
1125;202171;numpy,python;1-3 года;Полный рабочий день;Офис
